id	type	readings	context
l-3901_3	graph	tot (HVF)| tout (AnPGAS)	M essire Yvains tout escouta
l-3901_4	graph	escouta (HGPAnSAV)| escata (F)	M essire Yvains tout escouta
l-3902_1	graph	Quanque (HGVS)| Quancque (An)| Quanques (PA)| Quanqe (F)	Quanque ses hostes li conta
l-3902_3	graph	ostes (HAn)| hostes (PVFGAS)	Quanque ses hostes li conta
l-3903_2	graph	qant (H)| quant (AnPVFGAS)	Et quant trestot escoute ot
l-3903_3	graph	trestot (HVFA)| trestout (AnPGS)	Et quant trestot escoute ot
l-3903_4	semlex:major	escoute (HAnFAPVS)| conte li (G)	Et quant trestot escoute ot
l-3903_5	graph	escoute (HAnPVAS)| escote (F)	Et quant trestot escoute ot
l-3904_2	graph	Si (HPVFGS)| Se (A)| S (An)	Si li r edist ce que li plot
l-3904_5	semlex:minor:constrmorph	r edist (HPGSVF)| dist (A)	Si li r edist ce que li plot
l-3904_6	graph	r edist (HPGSAn)| redit (V)| ra dit (F)	Si li r edist ce que li plot
l-3904_8	semlex:minor:gramm	ce que (HAAnPVGS)| quanque (F)	Si li r edist ce que li plot
l-3904_9	graph	ce (HAnVGS)| che (P)| cou (A)	Si li r edist ce que li plot
l-3904_10	morsynt	que (HAnVGA)| qui (S)	Si li r edist ce que li plot
l-3904_11	graph	que (HAnVGA)| qu' (P)	Si li r edist ce que li plot
l-3904_14	graph	lui (HAnV)| li (GSPA)	Si li r edist ce que li plot
l-3904_15	semlex:major	plot (HAnPVGAS)| sot (F)	Si li r edist ce que li plot
l-3905_3	semlex:major	fait il (HAnPVFGS)| chiers (A)	sire fait il de vostre anui
l-3905_4	graph	fet (HVG)| fait (AnPFS)	sire fait il de vostre anui
l-3905_6	graph	vostre (HAnPVGAS)| vo (F)	sire fait il de vostre anui
l-3905_7	graph	enui (H)| anui (AnPVFAS)| ennui (G)	sire fait il de vostre anui
l-3906_2	graph	M olt (HFGASVAn)| Mout (P)	M olt iries et molt dolanz en sui
l-3906_5	graph	i riez (HGAn)| iries (PFAS)	M olt iries et molt dolanz en sui
l-3906_6	semlex:minor:syn	i riez (HAn)| dolenz (G)	M olt iries et molt dolanz en sui
l-3906_9	graph	molt (HFAn)| mout (P)	M olt iries et molt dolanz en sui
l-3906_10	semlex:minor:syn	dolanz (HAnVASFP)| iriez (G)	M olt iries et molt dolanz en sui
l-3906_11	graph	dolanz (HAnV)| dolans (ASF)| dolens (P)	M olt iries et molt dolanz en sui
l-3906_13	graph	en (GAS)| an (An)	M olt iries et molt dolanz en sui
l-3907_2	graph	Mes (HVGA)| Mais (PFS)| M (An)	Mes d'une chose me merveil
l-3907_4	graph	chose (HAnPVG)| cose (FSA)	Mes d'une chose me merveil
l-3907_5	semlex:minor:syn	me merveil (HAnPVGF)| m' esmervel (SA)	Mes d'une chose me merveil
l-3907_6	graph	mervoil (HAn)| merveil (PVG)| mervel (F)	Mes d'une chose me merveil
l-3908_1	semlex:minor:gramm	Se (HPGS)| Q ue (VFAAn)	Se vos n' en avez quis conseil
l-3908_3	graph	vos (HVGA)| vous (PFS)	Se vos n' en avez quis conseil
l-3908_6	graph	avez (HAnVG)| aves (PFAS)	Se vos n' en avez quis conseil
l-3908_7	semlex:minor:semsim	quis (HPAS)| pris (VFG)| trove (An)	Se vos n' en avez quis conseil
l-3908_8	graph	consoil (HAn)| conseil (PVGS)| consel (FA)	Se vos n' en avez quis conseil
l-3909_3	flex	la (HPVFGA)| le (S)	A la cort le boen roi Artu
l-3909_4	graph	cort (HFGA)| court (PVS)| t (An)	A la cort le boen roi Artu
l-3909_5	semlex:minor:gramm	le (HAnPVGAS)| al (F)	A la cort le boen roi Artu
l-3909_6	graph	le (HPVGAS)| lou (An)	A la cort le boen roi Artu
l-3909_7	semlex:minor:syn	boen (HAnVFGAS)| fort (P)	A la cort le boen roi Artu
l-3909_8	graph	boen (HAnG)| bon (VFA)| boin (S)	A la cort le boen roi Artu
l-3909_10	graph	Artu (HAnVFGAS)| Artur (P)	A la cort le boen roi Artu
l-3910_4	semlex:minor:gramm	nus (HPFGAV)| N' uns (S)	nus hom n' est de si grant vertu
l-3910_6	graph	hom (HPFGA)| hons (S)	nus hom n' est de si grant vertu
l-3911_3	graph	Qu' (HPVAS)| Q' (F)| C' (G)	Qu' sa cort ne peust trover
l-3911_4	semlex:minor:gramm	sa (HPVS)| la (FGA)	Qu' sa cort ne peust trover
l-3911_5	graph	cort (HVFGA)| court (PS)| rt (An)	Qu' sa cort ne peust trover
l-3911_7	graph	poist (HG)| peust (PVSAF)| puist (An)	Qu' sa cort ne peust trover
l-3911_8	graph	trover (HAnVFAG)| trouver (PS)	Qu' sa cort ne peust trover
l-3912_2	flex	Tex (HGVAS)| Tel (PF)	Tex qui voldroient esprover
l-3912_3	graph	Tex (HG)| Teuls (V)| Teus (AS)	Tex qui voldroient esprover
l-3912_4	morsynt	voldroient (HVFGAS)| vaurroit (P)	Tex qui voldroient esprover
l-3912_5	graph	voldroient (HG)| voudroient (V)| vauroient (F)| vaudroient (A)| vorroient (S)	Tex qui voldroient esprover
l-3912_6	graph	esprover (HVFGA)| esprouver (PS)	Tex qui voldroient esprover
l-3913_1	morsynt	Lor (HAnVFGSA)| Sa (P)	Lor vertu encontre la soe
l-3913_2	semlex:minor:syn	vertu (HAnPVGAS)| proece (F)	Lor vertu encontre la soe
l-3913_3	semlex:minor:constrmorph	encontre (HAnPVGAS)| contre (F)	Lor vertu encontre la soe
l-3913_4	graph	ancontre (H)| encontre (AnPVGAS)	Lor vertu encontre la soe
l-3913_6	graph	soe (HAnVFGS)| soie (PA)	Lor vertu encontre la soe
l-3914_2	semlex:minor:gramm	lors (HPAnGFAS)| molt (V)	Et lors li descuevre et desnoe
l-3914_5	graph	descuevre (HAnGA)| descovre (PF)| descoevre (V)| deskeuvre (S)	Et lors li descuevre et desnoe
l-3914_7	graph	desnoe (HFGS)| desnoue (V)| desnoie (A)| desloie (P)	Et lors li descuevre et desnoe
l-3915_2	graph	riches (HAnPVGA)| rices (FS)	Li riches hom que il eust
l-3915_3	graph	hom (HAnPFGAV)| hons (S)	Li riches hom que il eust
l-3915_4	graph	que (HPVFGA)| qu' (AnS)	Li riches hom que il eust
l-3915_5	graph	il (HPVFGAS)| i (An)	Li riches hom que il eust
l-3916_1	graph	Boene (H)| Boenne (AnG)| Boine (PS)| Bone (VF)| Bon (A)	Boenne aie se il seust
l-3916_2	graph	aie (HFAS)| aide (AnVG)| aye (P)	Boenne aie se il seust
l-3916_3	graph	se (HPVFGSA)| s' (An)	Boenne aie se il seust
l-3917_1	graph	Ou (AnPVFGH)| U (S)| O (A)	Ou trover monseignor Gauvain
l-3917_2	graph	trover (HAnVFGA)| trouver (PS)	Ou trover monseignor Gauvain
l-3917_3	graph	monseignor (HAnG)| monseigneur (P)| monsegnor (V)| monsignor (FA)| monsiegneur (S)	Ou trover monseignor Gauvain
l-3917_4	graph	Gauvain (HAnVGA)| Gavain (PFS)	Ou trover monseignor Gauvain
l-3918_1	semlex:minor:syn	Cil (HAnFGASP)| Icil (V)	Cil ne l' preist pas en vain
l-3918_2	graph	Cil (HAnFGAS)| Chil (P)	Cil ne l' preist pas en vain
l-3918_3	flex	ne l' (HAnP)| nel (V)| ne le (GAS)| ne la (F)	Cil ne l' preist pas en vain
l-3918_4	semlex:minor:constrmorph	anpreist (HAnP)| preist (VFGAS)	Cil ne l' preist pas en vain
l-3918_5	graph	anpreist (HAn)| enpresist (P)	Cil ne l' preist pas en vain
l-3918_6	graph	preist (VG)| presist (FS)| presis (A)	Cil ne l' preist pas en vain
l-3918_7	semlex:minor:gramm	pas (HAnPFG)| mie (VAS)	Cil ne l' preist pas en vain
l-3918_8	graph	en (HPVGS)| an (An)| e (A)	Cil ne l' preist pas en vain
l-3919_1	semlex:minor:gramm	Que (HPV)| Car (AnGFAS)	Car ma fame est sa suer germainne
l-3919_3	graph	fame (HAnFG)| femme (PS)| feme (VA)	Car ma fame est sa suer germainne
l-3919_5	graph	sa (HAnPVFGS)| se (A)	Car ma fame est sa suer germainne
l-3919_6	graph	suer (HAnVG)| seur (PAS)| soer (F)	Car ma fame est sa suer germainne
l-3919_7	graph	germainne (HAnAS)| germaine (PVG)	Car ma fame est sa suer germainne
l-3920_2	semlex:minor:syn	Mais la fame le roi (HAnPVFGS)| la roine (A)	Mais la fame le roi enmainne
l-3920_3	graph	Mes (HVG)| Mais (AnPFS)	Mais la fame le roi enmainne
l-3920_4	graph	fame (HAnG)| femme (PS)| feme (VF)	Mais la fame le roi enmainne
l-3920_5	graph	le (HPVFGS)| lou (An)	Mais la fame le roi enmainne
l-3920_6	semlex:minor:constrmorph	enmainne (HAnPVFAS)| demaine (G)	Mais la fame le roi enmainne
l-3920_7	graph	enmainne (HAS)| enmaine (PVF)| anmainne (An)	Mais la fame le roi enmainne
l-3921_1	graph	Uns (HAnVGAS)| Un (P)| .i. (F)	Uns chevaliers d' estrange terre
l-3921_2	graph	chevaliers (HAnVGAS)| chevalier (PF)	Uns chevaliers d' estrange terre
l-3921_4	graph	terre (HAnVFGAS)| tere (P)	Uns chevaliers d' estrange terre
l-3922_1	semlex:minor:gramm	Qui (HAnVFAS)| Si (PG)	Qui l' ala a la cort requerre
l-3922_2	semlex:minor	l' ala a la cort (HAnVPFGS)| la vint de molt (A)	Qui l' ala a la cort requerre
l-3922_4	graph	la (HAnVFG)| le (PS)	Qui l' ala a la cort requerre
l-3923_1	semlex:minor:gramm	Neporquant (HAnVGAFS)| Ne pour che (P)	Neporquant ja ne l' en eust
l-3923_2	graph	Neporqant (HF)| Neporquant (AnVGA)| Nonpourquant (S)	Neporquant ja ne l' en eust
l-3923_4	graph	en (HPVFGAS)| an (An)	Neporquant ja ne l' en eust
l-3924_1	graph	Menee (HAnFVGAS)| Mene (P)	Menee por rien qu' il seust
l-3924_2	graph	por rien (HAnVFGA)| pour riens (PS)	Menee por rien qu' il seust
l-3924_3	semlex:minor:gramm	qu' (HAnPFVGA)| s' (S)	Menee por rien qu' il seust
l-3924_4	graph	qu' (HAnVGA)| que (P)| q' (F)	Menee por rien qu' il seust
l-3925_1	semlex:minor:gramm	Ne fust (HAnPVFAS)| Mes (G)	Ne fust Kex qui anbricona
l-3925_2	graph	Kex (HAnF)| Keus (PG)| Keuz (V)| Kes (SA)	Ne fust Kex qui anbricona
l-3925_4	semlex:major	anbricona (HAnPVFGA)| tant en proia (S)	Ne fust Kex qui anbricona
l-3925_6	graph	anbricona (AnH)| embricona (VF)| enbricona (G)| enbriconna (AP)	Ne fust Kex qui anbricona
l-3926_1	graph	Le (HPVFGAS)| Lou (An)	Le roi tant que il li bailla
l-3926_2	graph	roi (HVAnGFAS)| roy (P)	Le roi tant que il li bailla
l-3926_4	graph	qui (H)| que (AnPVFA)| qu' (GS)	Le roi tant que il li bailla
l-3926_5	graph	il (AHPAnGFV)| i (S)	Le roi tant que il li bailla
l-3926_7	flex	li (FAnPHASG)| l' (V)	Le roi tant que il li bailla
l-3926_8	semlex:major	bailla (HPGAnFA)| enmena (V)| carcha (S)	Le roi tant que il li bailla
l-3926_9	semlex:minor:syn	bailla (HPG)| dona (AnFA)	Le roi tant que il li bailla
l-3926_10	graph	dona (AnF)| donna (A)	Le roi tant que il li bailla
l-3927_1	graph	La (HAnVFGAS)| Le (P)	La roine et mist en sa garde
l-3927_2	graph	reine (HAn)| roine (GFVAS)| royne (P)	La roine et mist en sa garde
l-3927_4	graph	sa (HAnVGFA)| se (PS)	La roine et mist en sa garde
l-3928_1	semlex:minor:gramm	Cil (HAnPVFAS)| Si (G)	Cil fu faus et cele musarde
l-3928_2	graph	Cil (HAnFVA)| Chil (P)| Cils (S)	Cil fu faus et cele musarde
l-3928_5	graph	fos (H)| fox (An)| faus (PA)| fols (VS)| fals (F)| fous (G)	Cil fu faus et cele musarde
l-3928_7	semlex:minor:gramm	cele (HAnVFSPG)| ele (A)	Cil fu faus et cele musarde
l-3928_8	graph	cele (HAnVFS)| chele (P)| cel (G)	Cil fu faus et cele musarde
l-3929_2	graph	an (H)| en (AnVFGSA)	Qui en son conduit se fia
l-3929_3	graph	se (AnVFGS)| s' (A)	Qui en son conduit se fia
l-3929_4	semlex:minor:constrmorph	fia (AnVFGS)| enfia (A)	Qui en son conduit se fia
l-3930_2	semlex:major	Et (HGSVFAn)| Sacies (A)	Et je sui cil qui i a
l-3930_3	graph	je (HGAS)| ge (AnV)| jo (F)	Et je sui cil qui i a
l-3930_4	semlex:minor:constrmorph	resui (HS)| sui (AnVFGA)	Et je sui cil qui i a
l-3930_5	semlex:minor:gramm	cil (HAnVGAS)| icil (F)	Et je sui cil qui i a
l-3930_8	semlex:minor:gramm	ja (V)| or (G)	Et je sui cil qui i a
l-3931_2	semlex:minor:gramm	Trop (HAnPFAS)| Molt (V)	Trop grant domage et trop grant perte
l-3931_3	graph	domage (HAnVG)| damage (PFAS)	Trop grant domage et trop grant perte
l-3931_5	semlex:minor:semsim	trop grant (HAnPFGAS)| lede (V)	Trop grant domage et trop grant perte
l-3932_1	semlex:major	Que (HAnGPFVS)| Sacies (A)	Que ce est chose toute certe
l-3932_2	semlex:minor:gramm	Que (HAnG)| Et (PF)| Car (VS)	Que ce est chose toute certe
l-3932_3	semlex:minor:gramm	ce est (HAnVFPGS)| ceste (A)	Que ce est chose toute certe
l-3932_4	graph	ce (HAnVFGS)| che (P)	Que ce est chose toute certe
l-3932_5	graph	chose (HAnPVG)| cose (VSA)	Que ce est chose toute certe
l-3932_6	semlex:minor:gramm	toute (HVFAnPGS)| est trop (A)	Que ce est chose toute certe
l-3932_7	graph	tote (HVF)| toute (AnPGS)	Que ce est chose toute certe
l-3932_8	semlex:minor:syn	certe (HAnVFGA)| aperte (SP)	Que ce est chose toute certe
l-3932_9	graph	certe (HAnVGA)| cherte (F)	Que ce est chose toute certe
l-3932_10	semlex:minor:constrmorph	aperte (P)| perte (S)	Que ce est chose toute certe
l-3933_2	graph	messire (HF)| messires (AnV)| mesire (PGAS)	Que mesire Gauvains li preus
l-3933_3	graph	Gauvains (HAnVA)| Gavains (PS)| Gauveins (G)	Que mesire Gauvains li preus
l-3933_5	semlex:major	preus (HAnPFSGA)| douls (V)	Que mesire Gauvains li preus
l-3933_6	graph	preuz (HAnG)| preus (PFAS)	Que mesire Gauvains li preus
l-3934_1	graph	Por (HAnVFGA)| Pour (PS)	Por sa niece et por ses neveuz
l-3934_3	semlex:minor:semsim	niece (HAnPFS)| suer (VG)| mere (A)	Por sa niece et por ses neveuz
l-3934_4	graph	niece (HAnFS)| nieche (P)	Por sa niece et por ses neveuz
l-3934_6	graph	por (HAnVFGA)| pour (PS)	Por sa niece et por ses neveuz
l-3934_8	graph	neveuz (HAnG)| neveus (PFS)| nevues (A)| nevouls (V)	Por sa niece et por ses neveuz
l-3935_2	semlex:minor:gramm	ca (HAnPFGSA)| ci (V)	Fust ca venuz grant aleure
l-3935_3	graph	ca (HAnFGA)| cha (PS)	Fust ca venuz grant aleure
l-3935_4	graph	venuz (HAnVG)| venus (PFAS)	Fust ca venuz grant aleure
l-3936_2	semlex:minor:gramm	ceste (HAnFGASP)| cele (V)	Se il seust ceste aventure
l-3936_3	graph	ceste (HAnFGAS)| cheste (P)	Se il seust ceste aventure
l-3937_1	graph	Mes (HVGA)| Mais (AnPFS)	Mes nel set pas dont tant me grieve
l-3937_3	semlex:minor:gramm	nel (HSVF)| n' an (AnG)| ne (PA)	Mes nel set pas dont tant me grieve
l-3937_4	graph	nel (HS)| ne le (VF)	Mes nel set pas dont tant me grieve
l-3937_5	graph	ne le (F)| ne la (V)	Mes nel set pas dont tant me grieve
l-3937_6	graph	n' an (An)| n' en (G)	Mes nel set pas dont tant me grieve
l-3937_7	graph	set (HAnPVFAS)| se (G)	Mes nel set pas dont tant me grieve
l-3937_9	semlex:minor:gramm	pas (FAS)| point (G)| rien (An)	Mes nel set pas dont tant me grieve
l-3937_11	semlex:minor:gramm	dont (HPVGAS)| de (An)	Mes nel set pas dont tant me grieve
l-3937_12	graph	dont (PVGAS)| dom (H)	Mes nel set pas dont tant me grieve
l-3937_13	semlex:minor:gramm	tant (HPFGAAn)| trop (VS)	Mes nel set pas dont tant me grieve
l-3937_14	semlex:minor:gramm	me (HAnVPGAS)| m' en (F)	Mes nel set pas dont tant me grieve
l-3938_2	graph	Que (H)| Qu' (S)	Por poi que li cuers ne me crieve
l-3938_3	semlex:minor:gramm	par (HAn)| Por (PVA)| a (FGS)	Por poi que li cuers ne me crieve
l-3938_4	graph	Pour (P)| Por (VA)	Por poi que li cuers ne me crieve
l-3938_5	graph	po (H)| poi (AnPVGAS)| pou (F)	Por poi que li cuers ne me crieve
l-3938_8	graph	cuers (HAnPVGS)| coers (F)| curs (A)	Por poi que li cuers ne me crieve
l-3938_10	semlex:minor:gramm	me (HAnGA)| m' en (PVFS)	Por poi que li cuers ne me crieve
l-3938_11	graph	crieve (HAnVSGF)| grieve (P)| grive (A)	Por poi que li cuers ne me crieve
l-3939_1	semlex:minor:gramm	Ains (HAnPVFGA)| Il (S)	Ains est alez apres celui
l-3939_2	graph	Einz (HG)| Ainz (AnV)| Ains (PFA)	Ains est alez apres celui
l-3939_4	graph	alez (HAnVG)| ales (PFAS)	Ains est alez apres celui
l-3939_6	graph	celui (HAnVFGSA)| chelui (P)	Ains est alez apres celui
l-3940_1	graph	Cui (HAnVGA)| Qui (PFS)	Cui Dex doint et honte et anui
l-3940_2	semlex:minor:syn	Damedex (HP)| Dex (AnVFGAS)	Cui Dex doint et honte et anui
l-3940_3	graph	Damedex (H)| Damedix (P)	Cui Dex doint et honte et anui
l-3940_4	graph	Dex (AnVFG)| Dius (A)| Dix (S)	Cui Dex doint et honte et anui
l-3940_5	graph	doint (HAnVFG)| doinst (PS)| doist (A)	Cui Dex doint et honte et anui
l-3940_9	graph	enui (H)| anui (AAnPVFS)| ennui (G)	Cui Dex doint et honte et anui
l-3941_1	semlex:minor:gramm	Quant (HAnPV)| Qui (FGAS)	Quant menee en a la reine
l-3941_2	graph	Qant (H)| Quant (AnPV)	Quant menee en a la reine
l-3941_3	morsynt	menee en a (HPVFGAS)| il en mena (An)	Quant menee en a la reine
l-3941_4	graph	menee (HVFGS)| mene (PA)	Quant menee en a la reine
l-3941_5	graph	la (HAnVFGAS)| le (P)	Quant menee en a la reine
l-3941_6	graph	reine (HAnVG)| royne (P)| roine (FAS)	Quant menee en a la reine
l-3942_1	graph	Messire (HAnF)| Mesire (PGAS)| Missire (V)	Mesire Yvains onques ne fine
l-3942_2	graph	Yvains (HAnPVF)| Yveins (G)| Vains (A)| Ywains (S)	Mesire Yvains onques ne fine
l-3943_2	graph	sospirer (HAnVF)| souspirer (PGAS)	De sospirer quant ce entent
l-3943_3	graph	qant (HF)| quant (AnpVGAS)	De sospirer quant ce entent
l-3943_4	semlex:minor:gramm	ce (HPVFS)| il (GAnA)	De sospirer quant ce entent
l-3943_5	graph	ce (HVFS)| che (P)	De sospirer quant ce entent
l-3943_7	graph	antant (HAn)| entent (PVGAS)| entant (F)	De sospirer quant ce entent
l-3944_3	graph	pitie (HAnPVGS)| pite (FS)	De la pitie que il l' en prent
l-3944_4	semlex:minor:gramm	que (HAnPVFGS)| quant (A)	De la pitie que il l' en prent
l-3944_5	graph	que (HAnPVFG)| qu' (S)	De la pitie que il l' en prent
l-3944_7	semlex:minor:gramm	l' en (HAnVPGSA)| li (F)	De la pitie que il l' en prent
l-3944_9	graph	en (HGA)| an (An)| em (PVS)	De la pitie que il l' en prent
l-3944_10	graph	prant (HAnF)| prent (PVGAS)	De la pitie que il l' en prent
l-3945_1	semlex:minor:gramm	Li (HPVF)| Lors (A)| si (AnGS)	Li respondi biaus sire chiers
l-3945_3	semlex:minor:semsim	respondi (HPSAnFGA)| dit (V)	Li respondi biaus sire chiers
l-3945_4	morsynt	respont (HPS)| respondi (AnFGA)	Li respondi biaus sire chiers
l-3945_5	semlex:major	biaus (HAnPASFG)| mes tres (V)	Li respondi biaus sire chiers
l-3945_6	graph	biaus (AnPAS)| biax (FGH)	Li respondi biaus sire chiers
l-3945_8	graph	dolz (H)| doz (V)	Li respondi biaus sire chiers
l-3945_10	graph	sire (HAnVFGAS)| sires (P)	Li respondi biaus sire chiers
l-3945_11	graph	chiers (HAnPVGAS)| chers (F)	Li respondi biaus sire chiers
l-3946_1	graph	Je (HPVGA)| Ge (An)| Jo (F)| Jou (S)	Je me metroie volentiers
l-3946_2	semlex:minor:gramm	m' en (HPS)| me (AnVFGA)	Je me metroie volentiers
l-3946_3	graph	an (H)| en (PS)	Je me metroie volentiers
l-3946_5	graph	metroie (HAnPVFGA)| meteroie (S)	Je me metroie volentiers
l-3946_6	graph	volentiers (HPVGSA)| volantiers (An)| volenters (F)	Je me metroie volentiers
l-3947_4	morsynt	el (HAnPFS)| en (VG)| ou (A)	En l' aventure et el peril
l-3948_2	graph	jaianz (HAnV)| gaians (PFS)| geanz (G)| jaians (A)	Se li jaianz et vostre fil
l-3949_1	semlex:major	Venoient demain (HAnPFGAS)| Pooient venir (V)	Venoient demain a tele ore
l-3949_3	graph	tele (HAnGS)| tel (PVSA)	Venoient demain a tele ore
l-3949_4	graph	ore (HFS)| hore (AnVG)| heure (P)| eure (A)	Venoient demain a tele ore
l-3950_1	morsynt	Que (HPVFGA)| Qu' i (S)	Que n' i face trop grant demeure
l-3950_2	semlex:minor:gramm	n' i (HPVFAS)| ne (G)	Que n' i face trop grant demeure
l-3950_3	morsynt	face (HFGAPV)| feisse (V)| faicent (S)	Que n' i face trop grant demeure
l-3950_4	graph	face (HFGA)| faiche (P)	Que n' i face trop grant demeure
l-3950_5	semlex:minor:syn	trop grant (HPVAS)| longe (FG)	Que n' i face trop grant demeure
l-3950_7	graph	longe (F)| longue (G)	Que n' i face trop grant demeure
l-3950_8	graph	demore (HFG)| demeure (PVAS)	Que n' i face trop grant demeure
l-3951_1	semlex:minor:gramm	Que (HPF)| Car (VGAS)	Car je serai aillors que ci
l-3951_2	graph	je (HPVGAS)| jo (F)	Car je serai aillors que ci
l-3951_3	semlex:major	ferai (P)| serai (HVFGAS)	Car je serai aillors que ci
l-3951_4	graph	serai (HVFAS)| sere (G)	Car je serai aillors que ci
l-3951_5	graph	aillors (HVFGS)| ailleurs (PA)	Car je serai aillors que ci
l-3951_7	graph	ci (HVFGAS)| chi (P)	Car je serai aillors que ci
l-3952_3	graph	ore (HFGS)| heure (P)| hore (V)| eure (A)	Demain a ore de midi
l-3952_5	graph	midi (HPFGAS)| miedi (V)	Demain a ore de midi
l-3953_2	semlex:minor:gramm	Si (HPVFS)| Ensi (A)	Si com comme je l'ai acreante
l-3953_3	graph	je (HPGA)| ge (V)| jo (F)| jou (S)	Si com comme je l'ai acreante
l-3953_5	graph	acreante (HVFGS)| creante (PA)	Si com comme je l'ai acreante
l-3954_2	graph	Biax (HFS)| Biau (P)| Biaus (GA)	Biax sire de la volente
l-3954_4	morsynt	la (HPFGAS)| vostre (V)	Biax sire de la volente
l-3954_5	graph	volante (H)| volente (PVFGAS)	Biax sire de la volente
l-3955_1	graph	Vos (HVGA)| Vous (PFS)	Vos merci ge fait li prodom
l-3955_3	graph	merci (HVFG)| merchi (PAS)	Vos merci ge fait li prodom
l-3955_4	semlex:minor:gramm	ge fait (HPFGS)| dit (VA)	Vos merci ge fait li prodom
l-3955_5	graph	ge (HG)| je (PS)| jou (F)	Vos merci ge fait li prodom
l-3955_6	graph	fet (HG)| fait (PFS)	Vos merci ge fait li prodom
l-3955_8	graph	dit (V)| dist (A)	Vos merci ge fait li prodom
l-3955_9	graph	li (HPFGAS)| le (V)	Vos merci ge fait li prodom
l-3955_10	graph	prodom (HV)| prodon (PF)| preudom (G)| preudon (AS)	Vos merci ge fait li prodom
l-3956_2	semlex:minor:syn	.c. (HPFVGA)| .v. (S)	.c. mile fois en .i. randon
l-3956_3	graph	.c. (HVFGA)| Chent (P)	.c. mile fois en .i. randon
l-3956_5	graph	mile (HPVA)| m. (S)	.c. mile fois en .i. randon
l-3956_6	graph	foiz (HVG)| fois (PFAS)	.c. mile fois en .i. randon
l-3957_3	morsynt	toutes les gens (HPGAS)| tote la gent (F)	Et toutes les gens de l' ostel
l-3957_4	graph	totes (HA)| toutes (PGS)	Et toutes les gens de l' ostel
l-3957_5	graph	genz (HG)| gens (PAS)	Et toutes les gens de l' ostel
l-3957_7	graph	ostel (HPFAS)| ostes (G)	Et toutes les gens de l' ostel
l-3958_3	graph	tot (FA)| tuit (G)| tout (S)	redisoient tot autretel
l-3958_4	graph	autretel (HPGA)| altretel (F)| autrestel (S)	redisoient tot autretel
l-3959_1	semlex:minor:gramm	Atant (HPVFGS)| Et quant (A)	Atant vint d'une chambre fors
l-3959_2	semlex:minor:syn	vint (HVFGAS)| ist (P)	Atant vint d'une chambre fors
l-3959_3	semlex:major	d'une chambre (HPVFGA)| la pucele (S)	Atant vint d'une chambre fors
l-3959_4	morsynt	d'une (HPV)| de la (FGA)	Atant vint d'une chambre fors
l-3959_5	graph	chanbre (H)| chambre (PVG)| cambre (F)| canbre (A)	Atant vint d'une chambre fors
l-3959_6	semlex:minor:syn	fors (HVFGAS)| hors (P)	Atant vint d'une chambre fors
l-3960_1	semlex:major	La pucele (HPVFGA)| Qui bele ert et (S)	La pucele gente de cors
l-3960_2	graph	La (HVFGA)| Le (P)	La pucele gente de cors
l-3960_3	graph	pucele (HVFGA)| puchele (P)	La pucele gente de cors
l-3961_2	semlex:minor:constrmorph	facon (HFGAS)| faiche (PV)	Et de facon bele et plaisans
l-3961_3	graph	facon (HFGA)| faicon (S)	Et de facon bele et plaisans
l-3961_4	graph	faiche (P)| face (V)	Et de facon bele et plaisans
l-3961_5	semlex:minor:syn	bele et plaisans (HPVAS)| simplaisans (FG)	Et de facon bele et plaisans
l-3961_6	graph	bele (HPVS)| bielle (A)	Et de facon bele et plaisans
l-3961_8	graph	pleisanz (H)| plaisans (PAS)| plesanz (V)	Et de facon bele et plaisans
l-3961_9	graph	simplaisans (F)| simple et plesanz (G)	Et de facon bele et plaisans
l-3962_1	graph	Molt (HVFGA)| Mout (PS)	Molt vint simple mate et taisans
l-3962_2	semlex:major	vint (HVFGAS)| fu (P)	Molt vint simple mate et taisans
l-3962_4	semlex:major	simple (HPVAS)| cele (G)	Molt vint simple mate et taisans
l-3962_5	graph	simple (PVAS)| sinple (H)	Molt vint simple mate et taisans
l-3962_8	semlex:major	mate (PGASF)| coie (VFH)	Molt vint simple mate et taisans
l-3962_9	semlex:minor:syn	coie (VF)| mue (H)	Molt vint simple mate et taisans
l-3962_12	semlex:major	taisans (HPVFGS)| plourans (A)	Molt vint simple mate et taisans
l-3962_13	graph	teisanz (H)| taisans (PFS)| tesanz (VG)	Molt vint simple mate et taisans
l-3963_2	semlex:minor:gramm	C' (HPA)| N' (VF)	C' onques ses dels ne prenoit fin
l-3963_4	graph	diax (H)| deuz (P)| diex (V)| dels (FG)| deus (A)| duels (S)	C' onques ses dels ne prenoit fin
l-3963_7	semlex:minor:semsim	prenoit (HVFGAS)| parvint (P)	C' onques ses dels ne prenoit fin
l-3963_8	morsynt	prenoit (HVFGS)| prist (A)	C' onques ses dels ne prenoit fin
l-3963_9	graph	prenoit (HVFG)| prendoit (S)	C' onques ses dels ne prenoit fin
l-3964_1	graph	Vers (HPVFGS)| Ver (A)	Vers terre tint le chief enclin
l-3964_2	graph	terre (HVGS)| tere (PFA)	Vers terre tint le chief enclin
l-3964_3	semlex:minor:semsim	tint (HVFGAS)| vint (P)	Vers terre tint le chief enclin
l-3964_5	graph	chief (HPVG)| cief (FAS)	Vers terre tint le chief enclin
l-3964_6	graph	anclin (H)| enclin (PVFGAS)	Vers terre tint le chief enclin
