id	type	readings
l-380_2	semlex:minor:gramm	et (B)| que (S)
l-380_3	semlex:minor:gramm	Molt (ACRPB)| bien (S)
l-380_4	semlex:major	voel (ACRPB)| vos (S)
l-380_5	graph	voel (PB)| vuel (A)| vueil (C)| voil (R)
l-380_6	flex	que (ACRPS)| c' (B)
l-380_8	graph	on (PSB)| en (AC)| em (R)
l-380_10	graph	enor (A)| onort (B)| ennort (C)| honort (PR)
l-381_1	flex	Com (PABCR)| Come (S)
l-381_2	semlex:minor:semsim	vassal (SP)| vaslet (ARBC)
l-381_3	graph	vassal (P)| vasal (S)
l-381_4	graph	vaslet (AR)| vallet (BC)
l-381_5	graph	et (PABCR)| e (S)
l-381_6	semlex:minor:semsim	sage (PABRS)| preu (C)
l-381_7	graph	et (PABCR)| e (S)
l-381_8	semlex:major	doz (ACRPS)| pros (B)
l-381_9	graph	dous (P)| dolz (A)| douz (C)| doz (RS)
l-382_1	graph	aves (PB)| avez (ACRS)
l-382_2	semlex:major	genolz (BCPRA)| jenor (S)
l-382_3	graph	genous (P)| genolz (AR)| jenaus (B)| genouz (C)
l-383_2	semlex:minor:constrmorph	relevez (BCPRA)| levez (S)
l-383_3	graph	Releves (PB)| relevez (CRA)
l-383_4	semlex:minor:gramm	jel (PACRS)| jo (B)
l-383_5	graph	commant (PC)| comant (ABRS)
l-384_1	semlex:minor:gramm	Et (PACRS)| Si (B)
l-384_2	graph	Et (PACR)| E (S)
l-384_3	graph	soies (PBC)| soiez (AR)| soyez (S)
l-384_4	graph	or (PB)| ore (ARS)| hore (C)
l-385_2	graph	et (PABCR)| e (S)
l-385_4	graph	moi (PBS)| mes (A)
l-385_5	graph	prives (BP)| privez (ACRS)
l-386_2	graph	K' (P)| Qu' (ACR)
l-386_3	graph	boin (P)| boen (ACR)| bon (BS)
l-386_4	semlex:minor:constrmorph	arives (PBCAS)| rivez (R)
l-386_5	morsynt	arives (PBCA)| arive (S)
l-386_6	graph	arives (PB)| arivez (AC)
l-387_3	graph	grezois (AC)| grejois (R)| grezoys (S)
l-389_1	graph	Deboneiremant (A)| Debonairement (BR)| Deboennerement (C)| Debonairemant (S)
l-389_4	graph	receus (B)| receuz (S)
l-391_2	graph	Kar (B)| Quar (R)
l-391_7	graph	vuelle (A)| voille (B)| vueille (C)| voile (R)
l-393_6	graph	apialt (ARB)| apiaut (C)
l-393_8	graph	acuelle (A)| acoelle (B)| acoile (R)
l-394_1	semlex:major:gramm	Et (A)| N' (BR)
l-394_3	semlex:major:gramm	qui pas (A)| de nient (S)
l-394_8	graph	orguelle (A)| orgoelle (B)| orguille (R)| orgoille (S)
l-395_2	semlex:major	il (BS)| plus (A)
l-395_5	graph	fet (C)| feit (S)
l-396_1	semlex:major	monseignor (BPRCA)| mesires (S)
l-396_2	graph	gauvain (ARS)| galvain (BC)
l-397_5	semlex:major	.i. (R)| eun (S)
l-399_5	graph	messire (AB)| mesire (C)
l-400_3	graph	conpaignon (A)| compagnon (B)| compeignon (C)
l-401_2	graph	chies (ACR)| ches (S)
l-402_3	graph	grezois (ACS)| grejois (R)
l-405_1	graph	constantinoble (R)| contantinoble (S)
l-406_5	semlex:major:semsim	enoret (S)| comande (A)
l-410_1	graph	Voldra (AR)| Vaura (B)| Voudra (CS)
l-410_4	graph	toute (C)| totes (S)
l-411_2	semlex:major	grant (A)| i (B)
l-411_4	graph	painne (A)| peine (C)
l-412_3	graph	mainne (A)| meinne (C)
l-414_4	graph	richese (A)| richece (C)| richesce (R)
l-415_7	graph	consoille (AS)| conselle (B)
l-416_10	semlex:minor:constrmorph	mervoille (ABC)| tremervoille (S)
l-416_11	graph	mervoille (A)| mervelle (B)| merveille (C)
l-417_1	graph	Ou (ACR)| Uo (S)
l-417_2	morsynt	ce (ABCS)| tot (R)
l-420_7	semlex:major	penez (BPACR)| menez (S)
l-426_5	morsynt	fist (BA)| fet (CS)
l-427_2	semlex:major	prendre (PR)| querre (ABCS)
l-430_4	flex	la (ABRC)| li (S)
l-434_5	semlex:minor	alores (BC)| que lot (S)
l-434_6	morsynt	ancores (A)| encores (R)
l-439_1	graph	Et (CPR)| E (S)
l-440_3	semlex:major	oent (ABS)| vont (CR)
l-442_2	flex	si (BR)| s' (CS)
l-456_2	morsynt	se (AP)| si (R)
l-457_5	semlex:major	valt (RB)| ovot (S)
l-459_1	morsynt	Car (B)| Qui (S)
l-464_4	semlex:major	si (CS)| color (B)|ø (R)
l-466_2	morsynt	se (ACPRS)| s'en (B)
l-473_2	morsynt	li (B)| la (R)
l-477_2	morsynt	oel (AB)| oilz (R)| euz (S)
l-478_1	semlex:major	m'a (ABCPR)| met (S)
l-478_2	morsynt	mis (R)| mon (S)
l-478_3	semlex:major:semsim	cuers (PACRB)| cors (S)
	graph	cuers (PACR)| coers (B)
l-481_3	flex	no (S)| nel (A)
l-483_2	semlex:minor	Don (ACR)| Donc (B)
l-484_2	morsynt	serroit (R)| soit (S)
l-485_3	graph	po (A)| pou (S)
l-485_5	morsynt	devroie (ACS)| devrois (B)
l-486_2	morsynt	ne (B)| nes (A)
l-486_3	morsynt	puis (B)| pooie (A)
l-487_2	graph	feire (A)| fere (S)
l-488_3	morsynt	porroie (S)| puis (P)
l-489_2	graph	justisier (AS)| justicher (B)| joustiser (C)| jostiser (R)
l-489_3	graph	vial (A)| velt (BCR)| vout (S)
l-490_3	graph	els (B)| eulz (C)| ialz (A)
l-490_4	graph	oel (P)| oil (RS)
l-490_7	semlex:minor:gramm	et (B)| a (C)| ne (RS)
l-490_9	semlex:minor	coer (B)| cuer (C)| cor (S)
l-490_11	graph	dialt (A)| delt (B)| deult (C)| doelt (R)
l-491_1	graph	je (ACRS)| jo (B)
l-495_2	graph	ge (ARS)| je (C)
l-495_3	graph	aimme (A)| ame (S)
l-496_3	graph	ialz (A)| els (B)| euz (C)| elz (R)| ieuz (S)
l-496_4	graph	reclaimme (A)| reclame (R)
l-497_2	graph	oeil (C)| oil (RS)
l-497_3	semlex:major	voient (A)| traient (BCRS)
l-498_2	graph	ge (ACRS)| jo (B)
l-498_4	graph	ge (AR)| jo (B)
l-499_1	semlex:minor:syn	Nenil (ABCR)| Nom (S)
l-499_5	graph	manconge (A)| menconge (BCR)
l-500_5	graph	chalonge (ACRS)| calonge (B)
l-502_3	graph	en (SC)| an (A)| em (R)
l-502_7	graph	ialz (A)| els (B)| euz (C)| elz (R)
l-503_3	semlex:major	ont (ABCPR)| au (S)
l-504_3	graph	vueil (CS)| voil (R)
l-505_5	graph	cope (BR)| corpe (C)
l-508_3	graph	els (B)| eulz (C)| elz (R)
l-509_4	morsynt	plest (AC)| plait (S)
l-511_3	morsynt	mes (ABCPR)| mon (S)
l-512_4	graph	volente (B)| volante (S)
l-513_4	graph	jo (B)| ge (RS)
l-514_4	semlex:major	voi (B)| ai (R)| est (S)
l-515_4	graph	vaigne (A)| vigne (B)| vieigne (C)| veigne (R)| vingne (S)
l-515_5	graph	enuis (AS)| ennuiz (C)| ennuis (R)
l-516_4	graph	je (AC)| jo (B)
l-517_5	flex	qu' (ACR)| q' (B)| que (S)
l-517_6	graph	jo (B)| je (ACRS)
l-518_4	graph	je (AC)| jo (B)| ge (S)
l-520_5	graph	mestre (C)| mettre (R)
l-520_7	graph	an (A)| en (R)
l-521_4	semlex:major	fait (PR)| sen (S)
l-521_5	graph	siaut (C)| sialt (A)
l-522_5	graph	aveier (A)| avoier (B)| anvoier (S)
l-523_1	semlex:major:gramm	Ja (B)| Que (S)
l-524_3	graph	sarai (B)| serrai (R)| serei (S)
l-524_5	semlex:minor:gramm	n'i (ABCPR)| ne (S)
l-526_1	semlex:minor:gramm	Einsi (A)| Ainsi (B)| Einsint (C)| Issi (S)| Ne (R)
l-526_5	graph	meismes (C)| memes (R)
l-527_4	graph	ore (AB)| hore (CS)
l-529_3	graph	quex (C)| queuz (S)
l-529_6	graph	mialz (A)| mius (B)| meuz (C)| mielz (R)| mieuz (S)
l-530_4	graph	desfandre (AS)| desfendre (B)| defendre (R)
l-531_3	semlex:minor:gramm	li (ACPRS)| n'i (B)
l-531_4	graph	desfanse (A)| desfense (B)| defense (RS)
l-532_2	semlex:major	que (CR)| qu'ele (S)
l-532_4	semlex:minor:gramm	que (ACPRS)| qu'ele (B)
l-534_2	graph	igaument (AC)| iugalment (B)| uelment (R)| oelment (S)
l-535_3	graph	livreison (AR)| livroison (C)
l-535_5	morsynt	il (ABCR)| el (P)
l-536_5	graph	reison (A)| reson (C)
l-537_1	semlex:minor:gramm	Car (AB)| Quant (CR)
l-537_6	graph	aime (CR)| ayme (S)
l-538_1	semlex:major	Ceste (ABCR)| Se est (S)|ø (P)
l-538_4	morsynt	fu (B)| est (AR)
l-538_7	graph	loiaux (S)| leax (A)| laiaus (C)| leaus (R)
l-539_2	graph	altre (B)| aultre (S)
l-540_3	graph	volante (ABC)| volunte (S)
l-540_4	morsynt	chascun (S)| cascun (B)
l-540_5	graph	chascuns (AC)| chasconz (R)
l-541_4	semlex:minor:gramm	ele (B)| il (S)
l-541_5	morsynt	veut (PS)| vialt (A)| velt (BCR)
l-542_2	graph	cele (ABPR)| celle (C)
l-542_3	morsynt	quoi (R)| que (S)
l-542_6	graph	dialt (A)| delt (B)| dout (R)
l-544_3	semlex:major	voit (BCPR)| vet (S)
l-544_6	graph	autre (ACRS)| altre (B)
l-545_3	graph	anpalir (A)| enpalir (CRS)
l-546_3	semlex:minor:constrmorph	essospirer (S)| sospirer (BR)| soupirer (C)
l-548_5	graph	u (BP)| ou (ACR)| o (S)
l-551_3	graph	angingne (A)| engingne (C)| engaine (R)
l-552_2	graph	qu' (ABR)| que (CS)
l-553_2	graph	ant (B)| en (A)
l-554_3	morsynt	s' (BR)| ce (S)
l-554_8	graph	max (ABR)| mauz (S)
l-554_9	morsynt	que (S)| qui (C)
l-554_10	morsynt	es (AP)| els (R)| il (B)
l-555_3	graph	trois (ACPR)| .iii. (BS)
l-557_6	morsynt	tierz (ACR)| tiert (S)
l-557_8	graph	ancusent (A)| encusent (BCRS)
l-558_4	morsynt	tierz (ACRS)| ters (B)
l-559_1	semlex:minor:gramm	dou (C)| dun (S)
l-559_3	graph	antechie (A)| entecie (B)| enteche (R)
l-560_3	graph	pecie (B)| peche (R)
l-561_1	graph	Tex (AC)| Tels (BR)| Teuz (S)
l-561_4	morsynt	corpes (A)| copes (B)
l-561_5	graph	colpe (S)| corpe (C)
l-562_1	graph	Einsi (A)| Einsint (CS)| Issi (BR)
l-563_2	graph	ancorpe (A)| encope (BR)| encorpe (C)| encolpe (S)
l-564_6	morsynt	le (ABCP)| la (R)
l-566_3	graph	trait (PRB)| tret (ACS)
l-567_4	morsynt	el (BS)| au (C)
l-567_6	graph	nef (ABC)| nief (R)
l-569_5	graph	font (CR)| funt (S)
l-570_2	graph	voluntiers (S)| volantiers (A)| volenters (BR)
l-572_3	semlex:major	artus (AB)| artue (S)
l-573_2	graph	longuement (AS)| longeument (C)
l-574_1	graph	Eincois (AC)| Aincois (R)
l-574_2	graph	orroiz (AC)| orrez (R)| orrois (S)
l-574_3	graph	comant (A)| coment (R)
l-577_2	graph	aime (BCR)| ame (S)
l-578_3	graph	Celle (C)| Cele (RS)
l-578_6	graph	sopire (A)| soupire (C)
l-579_4	semlex:minor:gramm	ne le (ABR)| no (S)
l-579_5	semlex:minor:gramm	ne ne (ACPS)| nel (R)
l-580_1	semlex:minor:gramm	dusq' (B)| de si que (AS)| jusqu' (CR)
l-581_2	graph	Maint (BCPRA)| Main (S)
l-581_7	graph	ennui (C)| enui (S)
l-581_8	graph	soffert (APRS)| sofert (BC)
l-583_3	graph	chanbre (A)| chambre (CRS)
l-584_4	morsynt	celi (AB)| celui (S)
l-584_5	graph	remanbre (A)| remambre (B)| remembre (CR)| remenbre (S)
l-585_1	graph	araisner (B)| aresnier (ACRS)
l-586_5	graph	desresnier (A)| desraisner (B)| deresnier (C)| desrenier (R)| desraignier (S)
l-587_6	graph	cuide (ACS)| quide (BR)
l-588_1	graph	Volantiers (A)| Volenters (BR)| Voluntiers (S)
l-592_1	semlex:minor:gramm	lors (C)| si (S)
l-593_1	semlex:major:gramm	Et (ABCRS)| Plus (P)
l-593_2	graph	Et (ABCR)| E (S)
l-593_8	graph	creist (C)| crest (R)
l-594_1	graph	Que (R)| Mes (ACSB)
l-594_2	graph	Mes (ACS)| Mais (B)
l-594_3	graph	toz (ARS)| tos (B)| touz (C)
l-595_1	graph	volantiers (A)| volenters (R)| voluntiers (S)
l-595_3	graph	peissent (A)| passent (R)
l-595_4	graph	ialz (A)| iels (B)| euz (C)| els (R)| ieuz (S)
l-596_4	graph	poeent (B)| puent (C)| poent (R)
l-596_5	graph	mialz (A)| miels (B)| meuz (C)| mielz (R)| mieulz (S)
l-597_5	morsynt	qu'il (ABCP)| que (RS)
l-598_1	semlex:minor:gramm	ce (ABCR)| e (S)
l-598_3	semlex:minor:gramm	l' (B)| lor (CRS)
l-598_7	graph	creist (B)| croist (CR)| croyst (S)
l-600_8	graph	quist (B)| quit (R)
l-601_1	flex	Qui (ABCPR)| Qu' (S)
l-601_3	flex	au (ACS)| al (BR)
l-601_6	graph	aproche (ARS)| aprouce (C)
l-602_2	morsynt	arrieres (A)| ariere (B)| arieres (CR)| arreres (S)
l-605_1	morsynt	se (ACPRS)| s'en (B)
l-605_2	semlex:major	cuevre (AC)| coire (S)
l-605_4	graph	cuevre (A)| cove (C)
l-605_8	graph	chascuns (ACS)| chascons (R)
l-606_1	semlex:minor:gramm	qu' (PR)| si qu'an (A)
l-606_4	graph	en (C)| an (A)
l-607_1	semlex:minor:gramm	el (P)| comme (S)
l-607_5	graph	soz (ARS)| souz (C)
l-608_9	graph	mandre (A)| miendre (R)
l-609_1	semlex:minor:gramm	Ains (B)| Mes (R)|ø (C)
l-609_2	graph	eincois (A)| encoys (S)
l-609_5	morsynt	la (ACRS)| li (B)
l-609_8	graph	calor (P)| calor (B)| chalor (CR)
l-610_1	graph	Desoz (AS)| Desos (B)| Desouz (C)| Desuz (R)
l-610_2	graph	cendre (ABCR)| cindre (S)
l-611_2	semlex:minor:gramm	an (A)| a (C)
l-612_1	semlex:minor:gramm	Et (A)| Quar (R)| Que (S)
l-612_5	semlex:minor:gramm	an (A)| en (CS)| em (R)
l-613_5	graph	conplainte (A)| complainte (B)
l-614_5	graph	chascun (AC)| cascon (B)| chascon (R)
l-615_1	graph	fals (B)| fax (R)
l-615_2	graph	sanblant (AS)| samblant (B)| semblant (C)| semblanz (R)
l-615_4	graph	tote (BRS)| toute (C)
l-615_7	graph	genz (AC)| gens (R)
l-617_1	graph	chascun (A)| chascuns (CS)| chascons (R)
l-621_2	graph	qui (BCS)| quoi (R)
l-622_1	morsynt	Que (ABCP)| Qu' (R)| Qui (S)
l-622_8	semlex:major	esleve (A)| esgeve (B)| navre (CRS)
l-623_3	flex	let (S)| lesse (AC)| laisse (BR)
l-624_2	graph	remanbrer (A)| ramambrer (B)| remembrer (CS)| remenbrer (R)
l-626_3	graph	o (A)| ou (CRS)
l-627_4	graph	en (BCRS)| an (A)
l-629_2	graph	ge (ACRS)| jo (B)
l-629_3	graph	fous (C)| fols (R)| foz (S)
l-632_3	graph	an (A)| en (S)
l-633_8	graph	mialz (A)| miex (B)| meuz (C)| mielz (R)
l-633_10	graph	panser (A)| pener (B)| penser (CR)| paser (S)
	flex	iert (ACR)| ert (BS)
	graph	seu (ABCR)| ceu (S)
	graph	jo (B)| je (CS)| ge (R)
	graph	vuel (A)| voel (B)| vueil (C)| voil (R)| voy (S)
	semlex:minor:gramm	tant (A)| si (BCR)| Ain (S)
	semlex:major	ce (ACRS)| jo (B)
	graph	dom (A)| dont (BCRS)
	morsynt	me (ACRS)| mon (B)
	graph	duel (A)| doel (B)| dueil (C)| doil (RS)
l-635_4	graph	dolor (A)| doulors (C)
l-637_1	graph	Fos (A)| Foux (C)| Foz (S)
l-639_3	semlex:minor:gramm	se (A)| et (B)
l-639_5	graph	Et (R)| e (S)
l-640_3	graph	teus (B)| tex (A)
l-640_5	graph	iroit (S)| irroit (R)
l-640_6	semlex:major	demander (S)| rover (R)
l-641_5	graph	vialt (A)| velt (B)| veut (P)
l-642_5	graph	dialt (A)| delt (B)
	graph	cuide (AC)| quide (B)
	graph	consoil (A)| consel (B)
l-643_2	semlex:major:gramm	se (ARS)| me (P)
l-643_4	graph	traveilleroit (AR)| travailleront (C)| travailleroit (S)
l-644_1	semlex:minor:gramm	Si (C)| Ja (S)
l-644_3	graph	sant (AS)| sent (BCR)
l-644_8	graph	gravain (B)| grevein (R)
l-645_4	semlex:major	avrai (ACRB)| venrai (S)
l-645_5	graph	avrai (ACR)| arai (B)
l-648_4	graph	chascun (AC)| cascun (B)| chascon (R)
l-648_7	graph	mal (ACR)| mial (B)
l-648_8	morsynt	n'a (ACPRS)| ne (B)
l-649_2	morsynt	mal (R)| mauz (S)
l-649_4	graph	anracinez (A)| enracinez (CR)
l-650_1	morsynt	Qu'il (ABCP)| Que (RS)
l-651_3	graph	manti (A)| menci (S)
l-653_4	morsynt	mostrer (C)| mostre (S)
l-654_2	graph	peuse (B)| poisse (ACS)
l-655_5	graph	tout (BC)| tot (A)
l-655_6	morsynt	me (ABCP)| m'en (RS)
l-655_7	morsynt	porroit (AB)| puit (S)
l-655_9	graph	porroit (A)| poroit (B)
l-655_10	graph	eidier (A)| aider (B)
l-656_7	semlex:major	acointier (P)| essaier (SR)
l-656_10	graph	essaier (S)| essaier (R)
l-657_1	morsynt	qui (B)| que (S)|ø (ACR)
l-658_4	graph	voldroit (A)| valtroit (B)| voudroit (CRS)
l-659_2	graph	dont (B)| donc (A)
l-659_7	graph	mervelle (B)| merveil (R)| mervoile (A)
l-661_2	graph	Quex (AC)| Qels (B)
l-661_4	graph	max (A)| maux (C)
l-661_9	graph	justice (B)| joustise (C)| jostise (R)
l-663_5	graph	faz (CAR)| fas (B)
l-663_9	semlex:major	savoir (ACRSB)| de voir (P)
l-664_2	graph	fet (AC)| feit (S)
l-666_1	graph	Don (AC)| Donc (R)|ø (P)
l-666_5	graph	dolz (A)| douz (CR)| doz (S)
l-666_6	graph	debonaire (ARSB)| deboennere (C)
l-669_1	graph	Mes (AC)| Meis (S)
l-671_4	graph	quex (AC)| queuz (S)
l-671_5	graph	geus (C)| jus (P)
l-672_1	graph	Fos (A)| Faus (B)| Foux (C)| Foz (S)
l-673_3	graph	vialt (A)| velt (C)
l-673_4	graph	toz (ARS)| touz (C)
l-673_6	morsynt	grever (ABCPR)| greve (S)
l-673_7	graph	soens (B)| sens (RS)
l-674_1	graph	Par (ABCPR)| Per (S)
l-674_2	semlex:minor:gramm	li (B)| cil (P)
l-674_3	graph	geus (AC)| jeus (BR)| ieulz (S)
l-674_4	graph	boens (BC)| bons (S)
l-675_2	graph	Malves (A)| Mauves (C)
l-676_3	semlex:minor:gramm	Qui (R)| Car (BC)
l-676_6	morsynt	fera (ACR)| fait (B)
l-676_8	graph	enui (A)| ennui (CR)
l-677_2	morsynt	ferai (ABCPR)| fete (S)
l-678_5	graph	san (A)| saen (R)
l-679_1	graph	Mes (AS)| Mais (BCPR)
l-679_7	graph	coment (R)| comant (A)
l-680_4	graph	chastie (ACR)| castie (B)
l-680_5	graph	et (ABCPR)| e (S)
l-681_5	graph	et (ABCPR)| e (S)
l-681_7	graph	ensagner (B)| enseignier (CR)| anseignier (AS)
l-682_2	graph	jo (B)| ge (R)
l-682_4	graph	desdagner (B)| desdeignier (C)| desdeigner (R)| desdangnier (S)
l-683_2	graph	Fos (A)| Faus (B)| Foux (C)
l-683_4	graph	desdagne (B)| desdeigne (C)
l-684_2	flex	qu' (ACR)| q' (B)| que (S)
l-684_5	graph	ansaingne (A)| ensagne (B)| enseigne (CR)
l-685_2	graph	je (AC)| ge (R)
l-685_6	graph	maintenir (AB)| meintenir (C)| manitenir (S)
l-686_9	graph	porroit (A)| porroie (S)
l-687_2	semlex:major	tarde (B)| fait (S)
l-687_4	morsynt	ice (AR)| ce (BC)
l-689_2	semlex:minor:gramm	si (ABCR)| ssi (S)
l-689_7	graph	pleinz (CS)| plaing (A)
l-689_8	graph	don (AR)| donc (C)| dunt (S)
l-690_4	semlex:minor:gramm	a (C)| de (S)
l-691_5	graph	au (AC)| al (B)
l-691_6	graph	coer (B)| quer (R)
l-694_3	semlex:minor:gramm	i (B)| en (C)
l-695_5	graph	vuel (AC)| voil (RS)
l-696_6	graph	unt (R)| ont (S)
l-696_12	graph	uel (A)| ueil (C)| oil (RS)
l-697_3	graph	oil (RS)| uel (A)| ueil (C)
l-697_4	semlex:minor:gramm	et (P)| voire (S)
l-698_2	graph	uel (A)| ueil (C)| oil (RS)
l-698_3	morsynt	m'a (ABCPR)| mel (S)
l-698_7	semlex:major	point (R)| pain (S)
l-699_3	graph	al (B)| el (CR)
l-700_2	graph	reison (A)| reson (CR)
l-700_3	graph	comant (A)| coment (CRS)
l-701_3	graph	uel (A)| ueil (C)| oil (BRS)
l-702_9	graph	bleciez (ACR)| bletiez (S)
l-703_4	graph	uel (A)| ueil (C)| eol (B)| oil (RS)
l-704_2	graph	coers (B)| quers (R)
l-704_7	graph	dialt (A)| delt (B)| deult (CR)
l-704_9	semlex:minor:gramm	en (R)| ou (S)
l-705_1	semlex:minor:gramm	Si (R)| Se (S)
l-705_4	graph	ialz (A)| oels (B)| eulz (C)
l-705_7	graph	dialt (A)| delt (B)| deult (C)| doult (R)
l-706_5	graph	requialt (A)| recelt (B)| requeut (C)| requelt (R)| requet (S)
l-707_2	graph	ge (ARS)| jo (B)| je (C)
l-707_3	graph	reison (A)| reson (C)
l-708_2	graph	ialz (A)| oels (B)| eulz (C)
l-708_9	graph	antandre (A)| antendre (S)
l-709_4	graph	feire (A)| fere (C)
l-710_5	graph	mereors (A)| miroers (C)| miroiers (R)
l-711_5	graph	mireoir (P)| mireor (AS)| meor (B)| miroer (C)| miroir (R)
l-712_2	morsynt	ne le (BC)| ne (AS)
l-712_6	graph	qasse (B)| quase (S)
l-714_3	graph	coers (B)| quers (R)| cors (S)
l-714_4	semlex:minor:gramm	el (ABC)| ou (S)
l-715_1	semlex:minor:gramm	Si (B)| Ausint (S)
l-715_5	graph	chandoile (A)| chandele (CR)| chandeile (S)
l-716_4	graph	dedanz (AR)| dedenz (C)
l-717_1	graph	chandoile (AS)| candelle (B)| chandele (CR)
l-717_2	graph	en (BCRS)| an (A)
l-719_4	graph	candelle (B)| chendele (C)| chandoile (A)| chandeile (S)| candele (R)
l-719_6	graph	i (PC)| y (S)
l-721_1	semlex:minor:gramm	Et (ABM)| Que (S)
l-721_4	morsynt	qui (ABCPS)| que (R)
l-722_1	graph	anpire (A)| ampire (CS)
l-723_2	semlex:minor:gramm	Autresi (A)| Autresint (M)| Altresi (B)
l-723_4	graph	veriere (B)| verrere (R)| vereire (S)
l-724_5	graph	forz (ACS)| fort (M)
l-724_7	semlex:minor:gramm	tant (CPRS)| si (BM)
l-724_8	graph	enterre (B)| enteire (S)
l-725_1	graph	rais (ABCPR)| rail (S)
l-725_3	graph	del (ABRM)| dou (C)
l-725_4	graph	soloil (AS)| soleil (CR)
l-726_1	graph	Sanz (ACR)| San (S)
l-727_3	graph	veirres (M)| verres (R)| voires (S)
l-728_1	flex	Si (R)| S' (BCS)
l-728_3	graph	altre (B)| autre (CSAR)
l-729_5	morsynt	la (BCM)| le (A)
l-729_6	morsynt	soie (B)| soe (C)| soen (M)| suen (A)
l-729_10	graph	em (R)| an (A)
l-729_11	graph	miels (B)| meuz (C)| mialz (A)| mieuz (S)| mielz (R)
l-730_4	graph	Tout (C)| Tot (R)
l-730_8	graph	sachiez (ACM)| saciet (B)
l-730_9	graph	euz (C)| ialz (A)| iels (B)| iex (P)| elz (R)
l-731_1	semlex:minor:gramm	Com (BRSM)| Et (A)
l-731_2	morsynt	Com (BR)| Comme (S)| Con (M)
l-731_4	graph	voire (BCS)| verre (R)
l-732_3	graph	ialz (A)| els (B)| elz (R)| eulz (S)| euz (C)
l-732_4	graph	luiserne (AC)| luserne (BR)| luisserne (S)
l-733_2	semlex:minor:gramm	Ou (MACR)| E (S)
	graph	Ou (ACR)| O (M)
l-733_7	graph	et (ABCPR)| e (S)
l-733_8	semlex:major	voit (ABCPRM)| vait (S)
l-734_3	graph	ovre (M)| uevre (C)| oivre (S)
l-734_7	morsynt	quele (R)| quel (M)
l-737_2	graph	vermeille (CR)| vermoille (AS)
l-738_3	morsynt	une (ACPR)| un (BS)
l-739_1	flex	L' (ABCPR)| Li (S)
l-740_3	graph	teus (P)| tiex (A)| tex (BC)| tez (S)
l-740_4	graph	ciere (B)| chere (R)
l-741_1	semlex:minor:gramm	En (C)| U (S)
l-741_2	graph	mireor (ABSM)| miroer (C)| miroir (R)
l-742_4	morsynt	s' (B)| se (CR)
l-743_6	semlex:major	miens (BCAM)| doi (P)
l-743_8	graph	ouil (S)| oil (R)
l-743_9	semlex:minor:gramm	molt (CAM)| tot (B)
l-743_10	semlex:major	molt (CM)| m'ont (A)
l-744_7	graph	els (R)| eulz (S)
l-744_10	graph	cuers (ACPRM)| coers (B)
l-745_3	semlex:major	rai (ACPRBM)| rains (S)
l-745_8	morsynt	anconbrez (A)| encombres (B)| enconbrez (CS)| encombrez (R)
l-746_2	graph	dedanz (AS)| dedenz (CR)
l-746_3	morsynt	moi (BS)| els (R)
l-746_5	graph	anombrez (A)| aombrez (C)| eaumbrez (R)| aonbrez (S)
l-747_4	morsynt	lui (ABCPS)| li (R)
l-752_1	graph	Jo (B)| Ge (R)
l-752_5	graph	trois (AC)| tre (S)
l-753_5	graph	.ii. (APCR)| doi (B)| dous (S)
l-753_7	graph	ialz (A)| euz (C)| elz (R)| ieulz (S)
l-753_8	graph	ansanble (A)| ensamble (BR)| ensemble (CS)
	flex	me (ABCPRS)| m' (M)
l-754_2	semlex:major	heent (ABCPR)| chet (S)| ont trai (M)
l-754_3	graph	sanble (A)| samble (BR)| semble (CS)
l-755_5	graph	jo (B)| ge (CS)| je (R)
l-756_2	semlex:minor:gramm	cil (B)| ci (M)
l-756_4	graph	trei (M)| .iii. (A)
l-758_1	graph	sergent (A)| sergant (B)
l-758_6	flex	se (ACPRS)| s' (B)
l-759_1	semlex:minor:gramm	Car (B)| Que (S)
l-760_3	semlex:minor:gramm	moie (ABCPSM)| moi (R)
l-761_2	graph	ge (ACS)| jo (B)
l-762_1	semlex:minor:gramm	tels (P)| euz (S)
l-763_3	semlex:minor:gramm	par (B)| son (S)
l-763_4	graph	boen (AC)| bon (BRS)
l-764_1	graph	malves (A)| mauves (C)| malveis (R)| maves (S)
l-764_3	graph	sergent (A)| segant (B)
l-765_3	graph	malves (A)| mauves (C)| malveis (R)| malvaise (B)| mavues (S)
l-765_4	semlex:major	gent (B)| ome (S)
l-765_6	graph	sergent (A)| serjant (C)| sergant (R)
l-765_8	graph	aconpaigne (A)| acompeigne (C)
l-766_2	semlex:major	faillir (CAM)| estre (BS)
l-766_3	morsynt	qu'il (ABCPR)| que (S)
l-766_7	graph	pleigne (C)| plaingne (R)
l-767_6	graph	aveigne (AR)| aviengne (M)
l-767_8	graph	ou (CR)| o (S)
l-767_10	graph	ou (ACR)| o (S)
l-768_3	graph	del (ABR)| dou (C)
l-769_2	graph	Comment (C)| Coment (R)
l-769_6	graph	comandez (AM)| comandeuz (S)
l-769_7	graph	fez (C)| faiz (R)
l-769_10	graph	bailles (S)| bailliez (AM)
l-769_11	graph	tailliez (C)| taillez (R)
l-770_2	graph	Comant (A)| Coment (SM)
l-770_3	flex	Qu' (C)| Qui (R)
l-770_6	graph	fez (A)| faiz (S)| fet (M)
l-770_9	graph	bailiez (C)| baillez (R)
l-771_7	graph	dout (CM)| dot (ARS)
l-771_10	graph	ge (AS)| jo (B)
